country,city,district,min_booking_duration,beds,rooms,deposit,area,price,accommodates,number_of_pics,cleaning_fee,first_pic_category,was_published,clicks_count
1,893,873,1,1,1,1600.0,28.0,1200.0,1,9,150.0,KITCHEN,1,27
1,1012,979,1,0,0,0.0,,,,,,,0,0
1,359,380,6,1,2,2000.0,72.0,1500.0,2,19,100.0,ROOM_BEDROOM,1,120
1,1308,38,2,1,1,2000.0,34.0,1275.0,2,36,150.0,WATER_VIEW,1,34
1,359,380,1,0,0,0.0,,,,,,,0,0
1,155,774,1,0,0,0.0,,,,,,,0,0
1,1048,1013,2,1,2,1000.0,45.0,550.0,1,10,150.0,UNCATEGORIZED,0,0
1,1288,1192,3,2,2,1500.0,46.0,1850.0,2,29,300.0,LIVING_DINING_ROOM,1,59
2,1086,,1,1,1,1500.0,15.0,1344.0,2,10,110.0,UNCATEGORIZED,1,95
1,968,940,20,2,1,600.0,40.0,500.0,2,6,100.0,UNCATEGORIZED,0,0
1,450,469,1,0,0,0.0,,,,,,,0,0
0,1530,,1,2,3,1500.0,82.0,4620.0,4,16,370.0,LIVING_ROOM,1,0
2,1086,,2,2,3,2000.0,100.0,8700.0,4,17,200.0,LIVING_DINING_ROOM,1,13
1,603,619,1,0,0,0.0,,,,,,,0,0
1,1132,1078,1,0,0,0.0,,,,,,,0,0
1,595,610,3,1,3,2500.0,84.0,2300.0,2,17,200.0,ROOM_BEDROOM,1,104
1,771,782,3,2,1,0.0,50.0,1800.0,2,16,40.0,UNCATEGORIZED,1,8
1,1534,1376,1,1,2,2000.0,50.0,1990.0,2,23,150.0,ROOM_BEDROOM,0,0
1,155,530,9,1,1,2500.0,46.0,1390.0,2,7,100.0,LIVING_DINING_ROOM,1,199
1,506,526,1,0,0,0.0,,,,,,,0,0
1,135,146,2,1,2,940.0,42.0,940.0,2,19,150.0,OUTDOOR_HOUSE,1,15
1,155,486,2,1,1,1500.0,47.0,1250.0,1,11,150.0,UNCATEGORIZED,1,179
2,1352,,1,1,1,0.0,20.0,1550.0,2,6,0.0,ROOM_BEDROOM,1,14
1,155,774,6,2,2,1800.0,48.0,1480.0,2,8,120.0,ROOM_BEDROOM,1,451
2,1086,,1,2,2,0.0,34.0,2556.0,3,13,0.0,LIVING_DINING_ROOM,1,10
1,595,397,3,3,3,4000.0,100.0,2200.0,1,5,120.0,KITCHEN,0,0
1,155,1068,1,0,0,0.0,,,,,,,0,0
1,968,940,3,2,2,1500.0,65.0,2350.0,2,26,120.0,LIVING_ROOM,1,84
1,277,312,1,0,0,0.0,,,,,,,0,0
1,1189,1125,1,2,3,3000.0,100.0,1990.0,2,12,150.0,LIVING_ROOM,1,34
1,595,610,1,0,0,0.0,,,,,,,0,0
1,155,314,3,2,2,0.0,60.0,2100.0,2,5,100.0,LIVING_DINING_ROOM,0,0
1,1000,967,1,0,0,0.0,,,,,,,0,0
1,34,50,1,0,0,0.0,,,,,,,0,0
1,187,213,1,0,0,0.0,,,,,,,0,0
1,155,491,6,3,4,5000.0,96.0,3250.0,4,18,230.0,KITCHEN,1,58
1,155,840,3,1,2,2800.0,68.0,1480.0,2,11,150.0,LIVING_DINING_ROOM,1,417
2,1429,,1,1,1,0.0,23.0,2015.0,2,5,0.0,UNCATEGORIZED,1,2
2,1086,,1,1,2,250.0,43.0,8044.0,2,15,50.0,ROOM_BEDROOM,1,0
1,1176,1116,1,2,1,0.0,42.0,1800.0,2,15,70.0,UNCATEGORIZED,1,7
1,155,1356,3,2,3,5170.0,81.99,2585.0,4,33,365.0,LIVING_DINING_ROOM,1,124
2,1086,,1,0,0,0.0,,,,,,,0,0
0,1530,,1,0,0,0.0,,,,,,,0,0
1,595,611,3,2,2,5000.0,64.0,2500.0,2,22,300.0,UNCATEGORIZED,1,12
1,865,853,1,5,3,1750.0,65.0,1750.0,4,10,150.0,LIVING_ROOM,1,27
1,771,782,3,5,5,0.0,140.0,2900.0,4,7,150.0,UNCATEGORIZED,0,0
1,359,380,1,0,0,0.0,,,,,,,0,0
1,155,314,3,1,2,3780.0,56.0,1890.0,2,21,150.0,ROOM_BEDROOM,1,25
0,1530,,1,2,2,700.0,64.0,2290.0,4,7,180.0,LIVING_DINING_ROOM,1,1
1,968,940,6,2,4,11000.0,140.0,5500.0,3,12,150.0,UNCATEGORIZED,1,34
1,893,873,1,0,0,0.0,,,,,,,0,0
1,199,224,6,1,2,1180.0,53.0,1150.0,1,6,50.0,ROOM_BEDROOM,1,11
1,363,384,1,6,3,0.0,79.0,4300.0,6,15,60.0,ROOM_BEDROOM,1,0
1,351,372,1,0,0,0.0,,,,,,,0,0
1,155,916,2,2,2,4000.0,70.0,2290.0,2,12,100.0,TERRACE,1,27
1,155,774,1,0,0,0.0,,,,,,,0,0
1,155,916,1,4,4,6500.0,117.0,4719.0,4,45,370.0,LIVING_DINING_ROOM,1,538
1,885,869,3,3,4,1000.0,110.0,2200.0,3,23,200.0,DINING_ROOM,1,152
1,595,611,3,0,0,0.0,,,,,,,0,0
1,1583,1419,1,5,2,0.0,55.0,2900.0,4,7,50.0,LIVING_DINING_ROOM,1,0
1,155,789,1,0,0,0.0,,,,,,,0,0
1,223,281,1,0,0,0.0,,,,,,,0,0
1,294,320,1,3,3,1300.0,90.0,3000.0,4,21,180.0,LIVING_ROOM,1,0
2,1086,,3,2,2,5800.0,75.0,3053.0,3,11,0.0,DINING_ROOM,1,332
1,155,1190,1,0,0,0.0,,,,,,,0,0
1,595,169,3,0,0,0.0,,,,,,,0,0
1,771,782,3,1,2,2000.0,81.0,1500.0,2,8,100.0,LIVING_DINING_ROOM,1,73
1,17,22,1,0,0,0.0,,,,,,,0,0
1,495,517,1,0,0,0.0,,,,,,,0,0
1,834,830,4,1,2,3000.0,130.0,3200.0,2,12,150.0,LIVING_DINING_ROOM,1,10
1,1517,1364,2,1,2,3300.0,60.0,1500.0,1,25,150.0,ROOM_BEDROOM,1,112
1,453,473,1,6,2,0.0,65.0,4300.0,6,14,50.0,ROOM_BEDROOM,1,4
1,450,469,1,0,0,0.0,,,,,,,0,0
1,771,782,3,2,3,2000.0,100.0,1800.0,3,5,100.0,UNCATEGORIZED,0,0
1,1431,991,1,2,4,1800.0,70.0,1900.0,2,8,250.0,LIVING_ROOM,1,52
1,223,973,6,1,1,2000.0,39.0,1000.0,2,9,60.0,UNCATEGORIZED,1,108
1,155,1383,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,1,1080.0,20.0,1080.0,2,5,150.0,DETAILS,0,0
1,1496,1344,1,0,0,0.0,,,,,,,0,0
1,595,621,3,0,0,0.0,,,,,,,0,0
1,771,782,3,0,0,0.0,,,,,,,0,0
1,1142,1088,1,2,1,0.0,58.0,1500.0,4,12,0.0,UNCATEGORIZED,1,248
2,1086,,1,2,2,0.0,60.0,4222.0,4,22,0.0,UNCATEGORIZED,1,21
2,1454,,1,0,0,0.0,,,,,,,0,0
1,155,314,1,1,1,0.0,22.0,2800.0,2,23,0.0,UNCATEGORIZED,1,12
1,155,254,3,1,3,3000.0,70.0,1890.0,2,43,180.0,ROOM_BEDROOM,1,200
0,421,,1,0,0,0.0,,,,,,,0,0
1,155,491,6,1,1,3000.0,37.0,1730.0,2,10,170.0,ROOM_BEDROOM,1,41
1,771,782,3,2,3,3600.0,55.0,1890.0,2,19,100.0,LIVING_ROOM,1,88
1,0,0,3,0,0,0.0,,,,,,,0,0
1,450,469,1,0,0,0.0,,,,,,,0,0
1,556,572,1,2,2,1000.0,65.0,1800.0,2,14,90.0,UNCATEGORIZED,1,11
1,155,314,1,0,0,0.0,,,,,,,0,0
1,595,610,1,0,0,0.0,,,,,,,0,0
1,313,332,1,0,0,0.0,,,,,,,0,0
1,155,620,1,0,0,0.0,,,,,,,0,0
1,595,46,3,2,2,3500.0,50.0,1850.0,2,10,150.0,LIVING_DINING_ROOM,1,101
1,968,940,3,2,2,500.0,100.0,2990.0,2,12,100.0,UNCATEGORIZED,1,82
1,155,989,1,1,2,2500.0,54.0,1400.0,1,7,100.0,KITCHEN,1,208
2,975,,1,2,2,0.0,35.0,2139.0,4,13,0.0,LIVING_DINING_ROOM,1,3
1,450,469,6,3,3,3600.0,74.0,2100.0,4,20,180.0,ROOM_BEDROOM,1,69
1,603,619,2,2,1,200.0,25.0,999.0,2,10,50.0,DETAILS,1,289
1,155,314,6,1,2,3000.0,47.0,2000.0,2,10,100.0,LIVING_DINING_ROOM,1,156
1,155,620,1,0,0,0.0,,,,,,,0,0
1,654,285,1,0,0,0.0,,,,,,,0,0
1,155,41,1,0,0,0.0,,,,,,,0,0
1,771,782,3,0,0,0.0,,,,,,,0,0
1,346,367,3,1,1,1800.0,48.0,1380.0,2,31,150.0,ROOM_BEDROOM,1,109
2,210,,1,3,3,700.0,106.0,5119.0,6,16,80.0,OUTDOOR_HOUSE,1,4
1,880,865,1,2,2,1000.0,72.5,1250.0,4,36,100.0,LIVING_DINING_ROOM,1,116
1,359,380,1,0,0,0.0,,,,,,,0,0
1,219,243,1,1,1,400.0,30.0,900.0,2,8,100.0,UNCATEGORIZED,1,80
1,350,31,1,0,0,0.0,,,,,,,0,0
1,595,611,3,0,1,3000.0,30.0,1595.0,2,14,120.0,UNCATEGORIZED,1,776
1,156,176,1,1,2,600.0,56.0,630.0,2,11,0.0,LIVING_ROOM,1,234
1,1356,1250,1,0,0,0.0,,,,,,,0,0
1,155,1068,1,0,0,0.0,,,,,,,0,0
2,870,,1,0,0,0.0,,,,,,,0,0
1,595,621,6,2,3,1800.0,76.0,1800.0,3,13,150.0,LIVING_DINING_ROOM,1,43
2,1086,,1,1,1,2500.0,24.0,2556.0,2,11,110.0,UNCATEGORIZED,1,7
2,1086,,1,2,3,500.0,90.0,7894.0,4,11,179.0,LIVING_DINING_ROOM,1,22
2,1086,,1,2,2,4000.0,35.0,2150.0,2,3,0.0,ROOM_BEDROOM,1,2
1,1142,1088,1,1,1,1400.0,35.0,1400.0,2,4,80.0,LIVING_ROOM,1,50
2,1086,,1,0,0,0.0,,,,,,,0,0
2,1086,248,6,2,2,0.0,47.0,2250.0,2,6,0.0,LIVING_DINING_ROOM,0,0
1,155,491,2,1,2,3500.0,85.0,2200.0,2,10,120.0,LIVING_ROOM,0,0
1,346,367,1,0,0,0.0,,,,,,,0,0
1,155,254,1,0,0,0.0,,,,,,,0,0
1,595,611,3,2,2,1500.0,43.0,950.0,2,8,100.0,LIVING_DINING_ROOM,0,0
1,416,435,1,0,0,0.0,,,,,,,0,0
1,708,721,1,3,2,2200.0,37.0,1099.0,2,16,120.0,LIVING_DINING_ROOM,1,126
1,155,1263,1,1,2,2085.0,58.0,1529.0,2,35,309.0,LIVING_ROOM,1,48
1,155,314,6,2,3,4000.0,106.0,3300.0,3,32,150.0,LIVING_ROOM,1,14
1,155,1190,3,2,2,4200.0,38.0,1400.0,3,21,150.0,HALL_CORRIDOR,1,522
1,456,476,1,2,1,1500.0,38.0,750.0,2,6,80.0,UNCATEGORIZED,1,29
1,576,592,1,0,0,0.0,,,,,,,0,0
1,359,380,1,1,1,850.0,21.0,1550.0,2,17,150.0,ROOM_BEDROOM,1,8
1,155,1068,1,4,4,5000.0,175.0,3000.0,4,9,150.0,UNCATEGORIZED,0,0
1,155,314,1,0,0,0.0,,,,,,,0,0
1,155,1068,1,0,0,0.0,,,,,,,0,0
1,155,453,1,0,0,0.0,,,,,,,0,0
1,416,435,1,4,3,0.0,65.0,1850.0,5,32,0.0,ROOM_BEDROOM,1,44
1,155,916,6,2,4,4000.0,112.0,2940.0,2,20,150.0,BALCONY,1,193
1,155,840,7,2,4,4000.0,122.0,2220.0,3,42,190.0,HALL_CORRIDOR,1,305
1,155,530,4,2,2,3400.0,68.0,1700.0,2,16,150.0,LIVING_ROOM,0,0
1,155,1383,6,1,2,2900.0,61.0,1450.0,1,24,150.0,ROOM_BEDROOM,1,423
1,595,611,3,2,3,3500.0,100.0,1970.0,3,10,180.0,ROOM_BEDROOM,1,82
1,155,1049,1,1,1,1339.0,20.0,1339.0,1,34,0.0,ROOM_BEDROOM,1,18
1,771,782,1,0,0,0.0,,,,,,,0,0
1,155,491,1,0,0,0.0,,,,,,,0,0
1,584,600,1,0,0,0.0,,,,,,,0,0
1,913,892,6,4,1,2000.0,75.0,1050.0,2,12,150.0,ROOM_BEDROOM,1,29
2,1086,,1,2,2,5000.0,63.0,7917.0,3,17,99.0,ROOM_BEDROOM,1,94
1,155,916,1,0,0,0.0,,,,,,,0,0
1,450,469,1,0,0,0.0,,,,,,,0,0
1,155,491,6,1,1,2000.0,52.0,1300.0,2,16,150.0,ROOM_BEDROOM,1,232
0,1530,,1,0,0,0.0,,,,,,,0,0
1,155,314,1,0,0,0.0,,,,,,,0,0
1,155,315,1,0,0,0.0,,,,,,,0,0
1,595,46,3,0,0,0.0,,,,,,,0,0
2,1086,,1,2,2,2500.0,35.0,2722.0,4,12,110.0,ROOM_BEDROOM,1,53
1,1005,972,2,1,2,2500.0,90.0,1880.0,2,8,100.0,UNCATEGORIZED,1,247
1,1356,1250,1,0,0,0.0,,,,,,,0,0
2,849,,1,1,2,579.0,12.0,579.0,1,11,0.0,ROOM_BEDROOM,1,2
1,1561,1401,2,2,2,1390.0,45.0,1390.0,2,31,75.0,ROOM_BEDROOM,1,9
2,1086,,1,3,4,4000.0,152.0,6315.0,6,17,100.0,ROOM_BEDROOM,1,0
1,155,147,1,1,2,0.0,50.0,800.0,2,9,0.0,ROOM_BEDROOM,0,0
1,450,469,1,0,0,0.0,,,,,,,0,0
1,155,314,1,1,1,2500.0,31.0,1319.0,2,14,100.0,BATHROOM,1,715
1,152,172,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,2,3450.0,42.0,3450.0,2,24,150.0,LIVING_ROOM,1,69
1,877,863,1,0,0,0.0,,,,,,,0,0
1,155,1220,2,1,2,2000.0,86.0,1400.0,2,4,150.0,UNCATEGORIZED,1,305
1,640,657,1,5,3,400.0,80.0,1050.0,5,32,150.0,UNCATEGORIZED,1,11
1,155,491,1,3,3,1500.0,95.0,2800.0,2,22,150.0,LIVING_DINING_ROOM,1,2
1,163,184,1,3,3,0.0,105.0,3780.0,5,36,150.0,TERRACE,1,31
2,1086,,1,0,0,0.0,,,,,,,0,0
1,615,631,1,2,2,1000.0,45.0,1700.0,3,16,100.0,LIVING_DINING_ROOM,1,38
1,155,314,2,1,2,1500.0,50.0,2800.0,2,10,150.0,ROOM_BEDROOM,1,11
0,1530,,1,0,0,0.0,,,,,,,0,0
1,155,530,2,1,3,3960.0,55.0,1980.0,2,23,0.0,DINING_ROOM,1,143
1,749,761,1,3,1,0.0,50.0,2200.0,3,8,40.0,BATHROOM,1,0
1,968,940,3,0,0,0.0,,,,,,,0,0
1,588,604,6,2,1,800.0,33.0,875.0,2,23,75.0,ROOM_BEDROOM,1,47
1,1562,1402,1,0,0,0.0,,,,,,,0,0
1,688,708,1,0,0,0.0,,,,,,,0,0
2,1194,,1,3,3,0.0,60.0,3694.0,4,11,150.0,UNCATEGORIZED,1,1
0,1530,,1,3,4,1500.0,140.0,5310.0,6,16,440.0,ROOM_BEDROOM,1,0
1,187,213,1,0,0,0.0,,,,,,,0,0
1,155,254,1,0,0,0.0,,,,,,,0,0
1,155,1068,1,1,1,500.0,50.0,1200.0,2,5,20.0,UNCATEGORIZED,0,0
2,822,,6,1,2,3000.0,37.0,1500.0,2,10,0.0,ROOM_BEDROOM,1,66
1,223,916,1,3,3,5000.0,137.0,4999.0,6,24,150.0,ROOM_BEDROOM,1,85
1,155,488,1,0,0,0.0,,,,,,,0,0
1,1370,1259,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,2,0.0,37.0,2222.0,2,9,0.0,UNCATEGORIZED,1,24
1,968,940,3,0,0,0.0,,,,,,,0,0
1,155,1190,6,1,1,3000.0,42.1,1620.0,2,22,180.0,LIVING_DINING_ROOM,1,1155
1,155,1068,3,1,2,4800.0,60.0,2450.0,2,22,250.0,LIVING_ROOM,1,47
1,1356,1250,3,2,3,3075.0,65.0,2050.0,3,12,300.0,KITCHEN,1,327
1,450,469,6,2,1,1320.0,35.0,1350.0,2,12,0.0,LIVING_ROOM,1,130
1,771,782,3,2,1,1460.0,32.0,1460.0,2,11,90.0,ROOM_BEDROOM,1,221
1,155,916,1,0,0,0.0,,,,,,,0,0
1,968,940,6,1,2,1000.0,65.0,1950.0,2,5,200.0,LIVING_DINING_ROOM,1,65
2,124,,1,3,2,300.0,45.0,1895.0,5,13,50.0,ROOM_BEDROOM,1,0
2,1086,,1,1,2,0.0,35.0,2333.0,2,19,0.0,UNCATEGORIZED,1,30
1,351,372,1,2,2,500.0,55.0,1990.0,4,31,150.0,ROOM_BEDROOM,1,108
2,1086,248,1,1,2,0.0,50.0,2667.0,2,17,0.0,UNCATEGORIZED,1,36
1,155,774,3,2,3,1500.0,74.0,3250.0,4,19,320.0,LIVING_ROOM,1,1
1,155,989,1,1,2,2580.0,37.0,1350.0,2,6,150.0,UNCATEGORIZED,1,626
1,771,782,3,4,2,0.0,50.0,2200.0,4,15,50.0,ROOM_BEDROOM,1,3
1,1001,968,1,0,0,0.0,,,,,,,0,0
1,155,1338,1,0,0,0.0,,,,,,,0,0
2,870,,1,3,5,1800.0,76.0,640.0,3,7,60.0,ROOM_BEDROOM,1,134
2,1086,,1,1,1,2000.0,27.0,3889.0,2,12,110.0,LIVING_DINING_ROOM,1,14
2,1086,248,3,1,2,2380.0,34.0,1253.0,2,10,0.0,KITCHEN,1,14
1,155,993,1,0,0,0.0,,,,,,,0,0
2,1086,,1,0,0,0.0,,,,,,,0,0
1,1258,1168,1,2,2,1500.0,65.0,750.0,3,2,150.0,LIVING_DINING_ROOM,0,0
1,155,1068,1,1,2,2000.0,70.0,1800.0,1,18,150.0,LIVING_DINING_ROOM,1,564
1,450,469,6,3,4,1500.0,205.0,2500.0,5,47,300.0,OUTDOOR_HOUSE,1,27
1,155,838,1,0,0,0.0,,,,,,,0,0
1,155,491,12,2,2,1000.0,60.0,1050.0,2,1,150.0,LIVING_DINING_ROOM,1,1349
1,737,752,6,1,2,1500.0,56.0,930.0,2,20,150.0,LIVING_ROOM,1,10
1,595,397,6,1,2,2600.0,47.0,1300.0,2,4,150.0,LIVING_ROOM,1,32
1,219,243,1,1,1,0.0,22.0,1400.0,2,9,0.0,ROOM_BEDROOM,1,9
2,1086,,1,2,2,1000.0,29.0,2000.0,2,1,50.0,MOUNTAIN_VIEW,0,0
1,416,435,1,0,0,0.0,,,,,,,0,0
1,877,863,1,0,0,0.0,,,,,,,0,0
1,416,435,1,0,0,0.0,,,,,,,0,0
1,155,1098,1,0,0,0.0,,,,,,,0,0
1,928,906,1,10,5,0.0,110.0,5700.0,8,11,110.0,ROOM_BEDROOM,1,8
1,155,1068,3,1,3,3200.0,43.0,1600.0,2,23,100.0,ROOM_BEDROOM,1,101
1,155,1049,5,2,2,2500.0,84.0,1950.0,2,23,200.0,LIVING_ROOM,1,50
1,155,492,1,0,0,0.0,,,,,,,0,0
1,1005,972,1,0,0,0.0,,,,,,,0,0
1,155,918,5,1,2,2200.0,42.0,1300.0,1,8,100.0,ROOM_BEDROOM,1,20
2,1086,,1,0,0,0.0,,,,,,,0,0
1,359,380,1,0,0,0.0,,,,,,,0,0
2,1432,,1,0,0,0.0,,,,,,,0,0
1,1147,1093,1,0,0,0.0,,,,,,,0,0
1,1235,1148,6,1,2,1500.0,40.0,890.0,1,17,150.0,LIVING_DINING_ROOM,1,94
2,1086,,1,0,0,0.0,,,,,,,0,0
1,155,491,1,1,1,0.0,22.0,3200.0,2,6,50.0,DETAILS,1,58
1,968,940,3,2,3,2000.0,60.0,1600.0,1,5,100.0,ROOM_BEDROOM,0,0
1,896,874,1,0,0,0.0,,,,,,,0,0
1,155,1049,1,0,0,0.0,,,,,,,0,0
2,50,1201,1,3,2,400.0,45.0,3638.0,4,14,49.0,ROOM_BEDROOM,1,0
1,155,1068,3,3,3,3000.0,58.0,1650.0,3,18,100.0,ROOM_BEDROOM,1,29
1,155,530,1,0,0,0.0,,,,,,,0,0
1,1356,1250,3,1,1,1000.0,27.0,980.0,1,11,0.0,ROOM_BEDROOM,1,32
1,155,530,2,1,1,0.0,46.0,1690.0,2,13,0.0,LIVING_DINING_ROOM,1,146
1,155,314,1,1,1,0.0,30.0,2900.0,4,11,0.0,ROOM_BEDROOM,1,40
1,828,824,3,2,3,3000.0,79.0,1700.0,2,16,120.0,LIVING_ROOM,1,6
1,1320,1216,1,0,0,0.0,,,,,,,0,0
1,1356,1250,1,1,1,2200.0,49.0,1500.0,2,10,50.0,UNCATEGORIZED,1,660
1,771,782,3,0,0,0.0,,,,,,,0,0
2,1402,,1,4,3,300.0,90.0,3158.0,6,32,340.0,ROOM_BEDROOM,1,0
1,416,435,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,2,3500.0,45.0,3222.0,2,19,110.0,LIVING_DINING_ROOM,1,33
1,155,774,3,2,3,5660.0,85.22,2830.0,4,25,300.0,LIVING_ROOM,1,77
1,155,1068,1,3,3,2000.0,110.0,3333.0,4,17,150.0,ROOM_BEDROOM,1,115
1,3,3,3,1,2,1040.0,52.0,830.0,2,6,100.0,LIVING_DINING_ROOM,0,0
2,1086,,3,2,1,1980.0,25.0,1042.0,2,9,0.0,ROOM_BEDROOM,1,36
0,1469,,1,0,0,0.0,,,,,,,0,0
1,359,380,1,1,2,7700.0,144.0,3850.0,2,41,150.0,TERRACE,1,320
1,1048,1013,1,0,0,0.0,,,,,,,0,0
1,595,610,1,0,0,0.0,,,,,,,0,0
1,155,916,1,1,1,550.0,59.0,600.0,2,9,130.0,ROOM_BEDROOM,0,0
2,271,,1,1,1,500.0,32.0,2000.0,2,12,40.0,UNCATEGORIZED,1,11
2,1086,,1,2,1,2000.0,30.0,2389.0,4,15,110.0,UNCATEGORIZED,1,289
1,1496,1344,3,3,4,2000.0,139.0,2990.0,5,37,300.0,MOUNTAIN_VIEW,1,0
1,1526,1371,1,1,2,1000.0,41.0,1660.0,2,24,0.0,LIVING_DINING_ROOM,1,1
1,155,491,1,0,0,0.0,,,,,,,0,0
2,698,,1,1,1,0.0,18.0,1705.0,2,8,0.0,UNCATEGORIZED,1,152
0,1530,,1,6,2,1800.0,62.0,2050.0,8,26,150.0,UNCATEGORIZED,1,1
1,162,183,1,0,0,0.0,,,,,,,0,0
1,618,633,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,1,0.0,25.0,4568.0,2,13,0.0,UNCATEGORIZED,0,0
1,834,830,1,0,0,0.0,,,,,,,0,0
1,588,604,1,1,1,300.0,25.0,849.0,2,13,0.0,UNCATEGORIZED,1,89
1,968,940,3,0,0,0.0,,,,,,,0,0
1,429,451,1,0,0,0.0,,,,,,,0,0
1,450,469,6,2,2,2500.0,58.0,1750.0,2,21,150.0,ROOM_BEDROOM,1,408
1,223,916,1,0,0,0.0,,,,,,,0,0
1,1356,1250,1,0,0,0.0,,,,,,,0,0
1,155,1049,7,4,3,5400.0,100.0,2600.0,4,10,150.0,ROOM_BEDROOM,1,43
1,595,397,3,0,0,0.0,,,,,,,0,0
1,416,435,1,0,0,0.0,,,,,,,0,0
1,752,763,1,1,1,1000.0,28.0,1100.0,1,13,100.0,BATHROOM,1,16
1,1356,1250,1,2,2,1000.0,45.0,1300.0,2,13,70.0,ROOM_BEDROOM,1,73
1,1466,1316,1,0,0,0.0,,,,,,,0,0
1,155,965,3,2,3,5000.0,82.0,3300.0,3,22,350.0,ROOM_BEDROOM,1,38
1,351,372,1,0,0,0.0,,,,,,,0,0
1,603,619,1,0,0,0.0,,,,,,,0,0
1,359,380,1,0,0,0.0,,,,,,,0,0
1,155,530,1,4,2,900.0,68.0,700.0,2,1,0.0,ROOM_BEDROOM,0,0
1,155,314,1,1,3,5250.0,125.0,3500.0,2,11,50.0,LIVING_DINING_ROOM,1,19
1,416,435,1,1,1,2000.0,30.0,1277.0,2,8,100.0,UNCATEGORIZED,1,81
1,351,372,1,2,2,1000.0,58.0,1290.0,2,30,100.0,OUTDOOR_BUILDING,1,146
1,359,380,1,2,2,6000.0,55.0,2050.0,2,18,100.0,ROOM_BEDROOM,1,24
1,968,940,1,2,2,0.0,32.0,2600.0,4,17,0.0,LIVING_ROOM,1,145
1,359,380,1,1,2,1230.0,72.0,1230.0,2,13,100.0,KITCHEN,1,56
1,340,360,1,4,4,3300.0,120.0,1850.0,4,18,120.0,LIVING_DINING_ROOM,1,60
1,155,1338,2,1,1,1500.0,40.0,1490.0,2,12,200.0,ROOM_BEDROOM,1,217
1,155,1068,3,1,2,1800.0,64.0,1790.0,1,8,350.0,LIVING_ROOM,1,133
1,834,830,6,3,3,0.0,72.0,1700.0,2,10,0.0,DINING_ROOM,1,99
1,865,853,1,0,0,0.0,,,,,,,0,0
1,155,491,1,2,2,1000.0,46.0,3639.0,4,34,179.0,ROOM_BEDROOM,1,277
1,155,314,1,2,3,2000.0,55.0,2000.0,4,16,70.0,ROOM_BEDROOM,1,33
1,1534,1376,1,0,0,0.0,,,,,,,0,0
1,968,940,6,6,7,10680.0,150.0,5340.0,7,19,250.0,UNCATEGORIZED,1,112
1,877,863,2,3,3,1490.0,60.0,1490.0,3,29,90.0,LIVING_ROOM,1,6
2,1086,,1,1,1,3939.0,51.0,3939.0,2,21,150.0,UNCATEGORIZED,1,62
1,871,856,1,1,2,1200.0,20.0,700.0,1,8,100.0,ROOM_BEDROOM,1,70
0,1530,,1,2,3,1500.0,83.0,2980.0,4,16,370.0,LIVING_ROOM,1,21
1,156,176,1,2,2,1000.0,66.0,1500.0,2,16,250.0,UNCATEGORIZED,1,116
1,595,611,3,0,0,0.0,,,,,,,0,0
2,1086,,1,1,1,2125.0,50.0,2908.0,2,29,70.0,HALL_CORRIDOR,1,16
2,1086,,1,3,3,400.0,110.0,24291.0,8,16,120.0,LIVING_DINING_ROOM,1,0
1,390,409,1,1,1,0.0,20.0,1500.0,1,10,40.0,UNCATEGORIZED,1,0
1,155,488,1,0,0,0.0,,,,,,,0,0
1,771,782,3,2,1,0.0,22.0,1800.0,2,10,40.0,UNCATEGORIZED,1,1
1,595,397,1,0,0,0.0,,,,,,,0,0
1,1039,1004,1,0,0,0.0,,,,,,,0,0
2,1086,,1,0,0,0.0,,,,,,,0,0
1,359,380,3,2,1,2200.0,33.0,1100.0,2,20,200.0,ROOM_BEDROOM,1,49
1,155,7,12,1,1,3000.0,35.0,1250.0,1,1,60.0,LIVING_ROOM,1,246
1,155,620,2,3,3,1800.0,60.0,1800.0,3,17,60.0,LIVING_ROOM,1,157
1,771,782,4,2,3,0.0,65.0,1850.0,2,8,0.0,UNCATEGORIZED,1,90
1,155,837,1,0,0,0.0,,,,,,,0,0
1,1433,1301,1,1,1,400.0,17.0,950.0,1,7,50.0,ROOM_BEDROOM,1,44
1,155,916,1,0,0,0.0,,,,,,,0,0
1,807,809,1,0,0,0.0,,,,,,,0,0
1,595,611,3,2,2,2800.0,63.0,2500.0,3,19,100.0,UNCATEGORIZED,1,74
1,834,830,1,4,3,3000.0,140.0,2700.0,5,40,180.0,LIVING_ROOM,1,0
1,968,940,4,1,2,2900.0,65.0,2150.0,2,21,150.0,LIVING_DINING_ROOM,1,58
1,219,243,1,0,0,0.0,,,,,,,0,0
0,1530,,1,2,2,4000.0,48.0,2430.0,4,67,180.0,LIVING_DINING_ROOM,1,9
1,361,382,12,1,2,2400.0,76.0,1200.0,4,5,0.0,OUTDOOR_HOUSE,0,0
1,351,372,1,2,2,950.0,32.0,950.0,2,17,60.0,UNCATEGORIZED,1,17
1,155,965,1,3,1,400.0,58.0,1500.0,2,17,150.0,LIVING_ROOM,1,495
1,595,611,3,4,5,4900.0,170.0,4900.0,4,27,300.0,ROOM_BEDROOM,1,4
