country,city,district,min_booking_duration,beds,rooms,deposit,area,price,accommodates,number_of_pics,cleaning_fee,first_pic_category,was_published,clicks_count
1,155,1383,1,0,0,0.0,,,,,,,0,0
2,1086,,1,0,0,0.0,,,,,,,0,0
1,155,488,6,1,1,3000.0,34.0,1610.0,2,7,170.0,ROOM_BEDROOM,1,19
0,1530,,1,2,3,1500.0,65.0,3200.0,4,20,350.0,LIVING_DINING_ROOM,1,7
1,155,1263,3,3,3,2800.0,98.0,2080.0,3,33,150.0,LIVING_DINING_ROOM,1,243
1,155,314,1,3,3,2980.0,96.0,2980.0,4,10,100.0,LIVING_DINING_ROOM,0,0
1,968,940,1,1,1,0.0,24.0,2100.0,2,13,0.0,ROOM_BEDROOM,1,12
1,359,380,1,0,0,0.0,,,,,,,0,0
1,155,1068,1,0,0,0.0,,,,,,,0,0
1,155,989,2,2,2,2000.0,60.0,2350.0,3,25,150.0,LIVING_DINING_ROOM,1,73
1,155,965,3,2,4,3000.0,90.0,2500.0,2,30,80.0,LIVING_DINING_ROOM,1,139
0,1530,,1,2,3,1500.0,79.0,2920.0,4,16,370.0,LIVING_ROOM,1,28
1,155,916,1,1,3,6000.0,40.0,3000.0,2,1,100.0,DETAILS,0,0
1,595,621,3,0,0,0.0,,,,,,,0,0
1,615,631,1,2,1,1000.0,38.0,1700.0,4,12,100.0,LIVING_DINING_ROOM,1,83
2,558,,1,0,0,0.0,,,,,,,0,0
1,793,796,1,3,3,1500.0,75.0,2299.0,6,20,100.0,UNCATEGORIZED,1,6
1,429,451,1,0,0,0.0,,,,,,,0,0
1,155,314,3,3,4,1500.0,116.0,4890.0,6,24,610.0,LIVING_ROOM,1,2
1,1437,1304,1,0,0,0.0,,,,,,,0,0
1,885,869,2,1,2,1500.0,19.0,875.0,1,5,150.0,ROOM_BEDROOM,1,231
1,818,820,1,8,4,0.0,110.0,5650.0,8,11,120.0,ROOM_BEDROOM,1,25
1,359,380,9,2,3,4198.0,96.0,2099.0,3,17,150.0,DINING_ROOM,1,46
1,359,380,1,4,1,1500.0,40.0,1320.0,3,36,200.0,UNCATEGORIZED,1,59
1,155,573,2,2,2,1000.0,70.0,2350.0,3,46,200.0,LIVING_DINING_ROOM,1,141
1,866,854,1,3,2,1550.0,61.0,1550.0,2,24,150.0,LIVING_DINING_ROOM,1,59
1,155,916,1,1,4,3000.0,80.0,3333.0,2,22,150.0,LIVING_ROOM,1,499
2,1086,,1,1,1,0.0,22.0,1444.0,2,8,0.0,LIVING_DINING_ROOM,1,186
1,450,469,3,2,3,3000.0,103.0,1650.0,4,16,150.0,LIVING_DINING_ROOM,1,126
2,1086,,3,1,2,2840.0,48.0,1495.0,2,12,0.0,LIVING_DINING_ROOM,1,685
1,155,916,12,2,4,2500.0,90.0,2500.0,4,38,150.0,UNCATEGORIZED,1,54
1,155,789,1,0,0,0.0,,,,,,,0,0
1,155,916,1,0,0,0.0,,,,,,,0,0
1,598,614,1,0,0,0.0,,,,,,,0,0
1,155,491,6,3,3,4000.0,81.5,2680.0,4,29,160.0,KITCHEN,1,139
2,1086,,1,1,1,2500.0,17.0,2000.0,2,5,110.0,BATHROOM,1,648
1,968,940,3,0,0,0.0,,,,,,,0,0
1,155,916,1,2,2,3900.0,71.0,1950.0,2,8,150.0,UNCATEGORIZED,1,112
2,1086,,1,1,2,2500.0,40.0,2500.0,2,9,50.0,LIVING_ROOM,1,42
1,359,380,1,0,0,0.0,,,,,,,0,0
1,155,1068,1,2,2,2000.0,51.0,1699.0,2,12,250.0,LIVING_ROOM,1,84
2,1230,,1,0,0,0.0,,,,,,,0,0
1,238,273,1,0,0,0.0,,,,,,,0,0
1,359,380,8,1,3,2000.0,43.0,1150.0,1,8,50.0,LIVING_DINING_ROOM,0,0
1,595,1333,1,0,0,0.0,,,,,,,0,0
2,1086,,1,0,0,0.0,,,,,,,0,0
2,1086,,1,1,2,5000.0,55.0,4556.0,2,13,135.0,UNCATEGORIZED,1,17
1,1162,1105,1,0,0,0.0,,,,,,,0,0
2,1086,,1,0,0,0.0,,,,,,,0,0
1,223,916,1,0,0,0.0,,,,,,,0,0
1,1401,1278,5,1,2,2500.0,75.0,1200.0,2,14,200.0,LIVING_DINING_ROOM,1,68
1,693,713,1,0,0,0.0,,,,,,,0,0
2,1086,,1,4,3,5000.0,70.0,11700.0,6,13,100.0,UNCATEGORIZED,1,83
1,19,24,1,0,0,0.0,,,,,,,0,0
1,885,869,3,1,3,3500.0,61.0,1500.0,2,7,250.0,ROOM_BEDROOM,1,30
1,968,940,6,1,4,4000.0,90.0,2950.0,2,17,200.0,ROOM_BEDROOM,1,65
2,1086,,1,4,3,800.0,110.0,21216.0,9,15,100.0,LIVING_DINING_ROOM,1,0
1,155,486,1,0,0,0.0,,,,,,,0,0
1,968,940,3,0,0,0.0,,,,,,,0,0
1,155,185,2,2,2,1500.0,67.0,1650.0,2,10,100.0,ROOM_BEDROOM,1,141
1,155,774,2,3,3,1500.0,94.0,2800.0,3,4,150.0,OUTDOOR_BUILDING,1,18
1,679,700,1,3,4,2500.0,148.0,2490.0,4,24,150.0,KITCHEN,1,26
1,771,782,3,0,0,0.0,,,,,,,0,0
1,469,487,1,4,4,2500.0,65.0,2500.0,5,12,50.0,UNCATEGORIZED,1,39
2,1086,,1,1,2,0.0,50.0,2556.0,2,12,0.0,LIVING_ROOM,1,27
2,297,1343,1,2,3,1250.0,43.0,1300.0,2,4,0.0,LIVING_DINING_ROOM,0,0
0,1530,,1,3,4,1500.0,82.0,4880.0,6,16,370.0,LIVING_ROOM,1,1
1,865,853,1,0,0,0.0,,,,,,,0,0
1,413,432,1,0,0,0.0,,,,,,,0,0
2,1086,,1,3,3,6252.0,109.0,6252.0,6,21,200.0,UNCATEGORIZED,1,13
1,155,1190,1,4,4,1500.0,114.0,3050.0,6,10,150.0,ROOM_BEDROOM,1,0
1,155,314,1,1,1,1000.0,23.0,2090.0,2,23,99.0,ROOM_BEDROOM,1,42
1,1185,1121,1,0,0,0.0,,,,,,,0,0
1,346,367,1,3,1,0.0,37.0,1200.0,3,5,100.0,LIVING_DINING_ROOM,1,278
2,1086,,1,0,0,0.0,,,,,,,0,0
1,155,1190,1,0,0,0.0,,,,,,,0,0
1,1534,1376,1,1,1,1600.0,41.0,950.0,2,8,100.0,ROOM_BEDROOM,1,242
1,779,791,1,0,0,0.0,,,,,,,0,0
1,155,916,3,1,3,5200.0,57.0,2800.0,2,37,150.0,ROOM_BEDROOM,1,24
1,155,965,1,0,0,0.0,,,,,,,0,0
2,1086,,1,1,1,2000.0,20.0,1606.0,2,9,110.0,ROOM_BEDROOM,1,164
1,155,491,2,1,1,1600.0,30.0,1600.0,2,19,100.0,KITCHEN,1,24
1,968,940,3,1,1,4200.0,40.0,1600.0,3,6,250.0,KITCHEN,1,531
1,155,916,1,1,1,0.0,33.0,2046.0,2,7,0.0,ROOM_BEDROOM,1,3
2,1086,,1,0,0,0.0,,,,,,,0,0
1,359,380,1,2,2,4000.0,64.0,7900.0,3,36,250.0,ROOM_BEDROOM,1,71
2,301,,1,0,0,0.0,,,,,,,0,0
1,615,631,1,0,0,0.0,,,,,,,0,0
2,58,,12,2,3,4400.0,69.0,2200.0,1,11,150.0,UNCATEGORIZED,1,0
2,1212,,1,3,4,3400.0,96.0,2760.0,4,8,75.0,UNCATEGORIZED,1,1
2,1086,,1,4,3,6500.0,180.0,14500.0,6,37,300.0,UNCATEGORIZED,1,23
1,155,965,3,3,3,4200.0,70.0,2450.0,4,33,350.0,LIVING_DINING_ROOM,1,138
1,382,295,1,2,2,1700.0,70.0,1700.0,2,15,150.0,UNCATEGORIZED,1,95
1,351,372,1,2,2,1900.0,55.0,1400.0,2,16,95.0,LIVING_DINING_ROOM,1,20
1,155,774,1,1,3,1500.0,86.0,2500.0,3,14,150.0,LIVING_ROOM,1,159
0,1530,,1,2,3,1500.0,99.0,3170.0,4,16,370.0,LIVING_DINING_ROOM,1,9
1,155,774,1,3,3,5800.0,176.0,5800.0,3,24,0.0,KITCHEN,1,24
1,595,46,3,3,1,550.0,94.0,1200.0,3,3,100.0,UNCATEGORIZED,0,0
1,384,404,1,0,0,0.0,,,,,,,0,0
1,155,928,1,0,0,0.0,,,,,,,0,0
1,231,260,1,0,0,0.0,,,,,,,0,0
1,155,916,1,1,1,100.0,20.0,1690.0,2,12,1590.0,ROOM_BEDROOM,1,64
1,92,100,1,0,0,0.0,,,,,,,0,0
1,1534,1376,3,1,2,2000.0,45.0,1100.0,2,9,100.0,LIVING_ROOM,1,286
1,416,435,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,2,500.0,43.0,8574.0,3,18,60.0,UNCATEGORIZED,1,0
1,725,740,1,0,0,0.0,,,,,,,0,0
1,1104,358,1,0,0,0.0,,,,,,,0,0
1,155,1190,1,4,4,5000.0,180.0,4000.0,4,16,50.0,RECEPTION_LOBBY,1,25
1,450,469,6,4,3,1500.0,205.0,2500.0,4,37,300.0,HALL_CORRIDOR,1,31
1,1048,1013,1,0,0,0.0,,,,,,,0,0
1,351,372,1,0,0,0.0,,,,,,,0,0
1,155,254,2,2,2,750.0,75.0,1600.0,2,9,100.0,DINING_ROOM,1,91
2,1086,,1,2,2,250.0,58.0,10156.0,4,12,70.0,ROOM_BEDROOM,1,0
1,155,774,3,2,2,3218.0,77.0,3218.0,4,28,150.0,DINING_ROOM,1,54
1,1561,1401,1,0,0,0.0,,,,,,,0,0
0,1530,,1,2,2,700.0,53.0,1990.0,4,6,180.0,LIVING_DINING_ROOM,1,5
0,1530,,1,0,0,0.0,,,,,,,0,0
1,771,782,1,0,0,0.0,,,,,,,0,0
1,1356,1250,2,1,3,980.0,60.0,1450.0,1,9,80.0,UNCATEGORIZED,1,5
1,1053,1018,1,0,0,0.0,,,,,,,0,0
1,155,916,3,1,2,2500.0,80.0,2500.0,2,16,150.0,LIVING_DINING_ROOM,1,216
1,450,469,3,1,1,1000.0,15.0,800.0,1,11,0.0,ROOM_BEDROOM,1,65
1,223,226,1,0,0,0.0,,,,,,,0,0
1,155,916,1,0,0,0.0,,,,,,,0,0
1,771,782,3,3,1,0.0,27.0,2200.0,3,13,40.0,ROOM_BEDROOM,1,6
2,1086,,1,0,0,0.0,,,,,,,0,0
1,595,611,3,0,0,0.0,,,,,,,0,0
1,603,619,1,1,2,1000.0,25.0,500.0,2,1,50.0,BATHROOM,0,0
1,1470,336,1,2,3,1500.0,90.0,1950.0,3,8,250.0,LIVING_ROOM,1,6
1,155,1338,1,3,1,60.0,25.0,300.0,2,1,100.0,NON_RELATED,0,0
1,155,573,2,4,3,1000.0,90.0,3150.0,5,62,200.0,UNCATEGORIZED,1,91
1,416,435,1,1,1,950.0,30.0,950.0,2,11,100.0,UNCATEGORIZED,1,359
1,752,763,1,1,1,880.0,22.0,880.0,2,7,60.0,ROOM_BEDROOM,1,305
2,1086,,1,3,3,5000.0,68.0,4444.0,4,14,190.0,UNCATEGORIZED,1,16
1,1100,1060,1,0,0,0.0,,,,,,,0,0
1,155,328,3,3,5,7400.0,130.0,3700.0,5,19,300.0,LIVING_ROOM,1,145
1,771,782,3,1,2,4400.0,89.0,2200.0,2,18,150.0,ROOM_BEDROOM,1,101
1,155,888,1,0,0,0.0,,,,,,,0,0
1,398,416,1,3,3,1800.0,48.0,1590.0,4,43,150.0,UNCATEGORIZED,0,0
1,688,708,1,0,0,0.0,,,,,,,0,0
1,313,332,1,0,0,0.0,,,,,,,0,0
1,479,501,2,2,1,1400.0,25.0,700.0,2,2,150.0,OUTDOOR_BUILDING,1,471
1,155,488,1,0,0,0.0,,,,,,,0,0
1,155,1098,24,5,4,5500.0,100.0,2200.0,4,17,500.0,LIVING_ROOM,1,9
1,1534,1376,1,0,0,0.0,,,,,,,0,0
2,1086,,1,1,2,2500.0,23.0,2444.0,2,10,110.0,LIVING_DINING_ROOM,1,53
1,1113,1067,1,2,3,5000.0,110.0,4350.0,3,34,150.0,LIVING_ROOM,1,87
1,417,436,1,2,2,3000.0,68.0,1490.0,4,13,100.0,EMPTY_ROOM,0,0
0,1530,,1,1,2,1500.0,40.0,1920.0,2,16,310.0,LIVING_ROOM,1,14
1,450,469,1,0,0,0.0,,,,,,,0,0
1,155,916,6,1,2,1700.0,55.0,1700.0,2,43,100.0,KITCHEN,1,197
1,1411,1286,1,0,0,0.0,,,,,,,0,0
1,1026,8,1,1,2,1320.0,50.0,880.0,2,7,120.0,LIVING_DINING_ROOM,1,1
1,187,213,1,0,0,0.0,,,,,,,0,0
1,427,449,1,0,0,0.0,,,,,,,0,0
2,1086,,1,0,0,0.0,,,,,,,0,0
2,975,,1,1,1,0.0,18.0,1395.0,2,7,0.0,UNCATEGORIZED,1,1
1,89,97,2,1,2,0.0,58.0,1350.0,1,4,0.0,UNCATEGORIZED,1,8
1,968,940,3,1,1,5000.0,44.0,2490.0,2,14,250.0,UNCATEGORIZED,1,34
1,359,380,3,1,2,2500.0,62.0,1750.0,2,7,150.0,ROOM_BEDROOM,1,122
2,1086,,2,2,2,5000.0,64.0,3000.0,4,10,150.0,UNCATEGORIZED,1,67
1,434,460,6,1,2,4500.0,92.0,1800.0,1,1,150.0,OUTDOOR_BUILDING,0,0
2,1086,,12,1,1,2800.0,29.0,1400.0,2,6,100.0,HALL_CORRIDOR,1,23
1,155,965,1,0,0,0.0,,,,,,,0,0
1,155,315,6,2,2,1750.0,70.0,1750.0,2,28,150.0,KITCHEN,1,305
1,155,1068,1,0,0,0.0,,,,,,,0,0
2,1086,,1,0,0,0.0,,,,,,,0,0
1,963,933,1,0,0,0.0,,,,,,,0,0
1,155,314,6,1,1,600.0,15.0,600.0,1,5,60.0,ROOM_BEDROOM,1,186
1,595,397,1,0,0,0.0,,,,,,,0,0
1,223,210,1,0,0,0.0,,,,,,,0,0
1,968,940,3,1,2,1000.0,18.0,900.0,1,7,100.0,UNCATEGORIZED,1,793
1,359,380,12,2,2,2500.0,50.0,1250.0,1,12,0.0,LIVING_DINING_ROOM,1,5
0,1089,,1,0,0,0.0,,,,,,,0,0
1,670,688,1,0,0,0.0,,,,,,,0,0
1,450,469,6,6,3,0.0,110.0,2950.0,4,12,0.0,LIVING_DINING_ROOM,1,153
2,870,,1,0,0,0.0,,,,,,,0,0
1,595,611,3,0,0,0.0,,,,,,,0,0
1,1411,1286,6,1,3,3000.0,105.0,1690.0,2,14,150.0,ROOM_BEDROOM,1,35
2,1086,,1,2,2,1780.0,40.0,1780.0,2,21,120.0,UNCATEGORIZED,1,311
1,649,667,1,2,3,1450.0,60.0,1450.0,2,26,80.0,LIVING_DINING_ROOM,1,118
2,1086,,1,2,3,800.0,113.0,27259.0,6,16,90.0,ROOM_BEDROOM,1,1
1,1376,1262,1,0,0,0.0,,,,,,,0,0
1,1418,1291,1,1,1,750.0,30.0,1090.0,1,7,40.0,ROOM_BEDROOM,1,340
1,155,470,1,0,0,0.0,,,,,,,0,0
1,155,916,1,0,0,0.0,,,,,,,0,0
1,352,373,3,1,1,2500.0,40.0,1290.0,2,9,199.0,ROOM_BEDROOM,1,0
1,968,940,3,0,0,0.0,,,,,,,0,0
1,155,916,1,2,2,500.0,34.0,1090.0,2,10,150.0,LIVING_DINING_ROOM,0,0
2,849,,1,1,2,579.0,14.0,579.0,1,10,0.0,ROOM_BEDROOM,1,0
1,1534,1376,1,4,3,2500.0,80.0,2600.0,8,26,50.0,LIVING_DINING_ROOM,1,98
0,1530,,1,2,3,1500.0,98.0,4290.0,4,16,370.0,LIVING_ROOM,1,1
1,752,763,1,1,1,790.0,18.0,790.0,2,9,40.0,ROOM_BEDROOM,1,100
1,223,644,1,0,0,0.0,,,,,,,0,0
1,1499,1347,1,0,0,0.0,,,,,,,0,0
1,1481,1329,1,0,0,0.0,,,,,,,0,0
0,1530,,1,1,2,1500.0,67.0,2050.0,2,12,310.0,LIVING_ROOM,1,15
1,223,281,1,4,4,1000.0,65.0,2200.0,4,45,150.0,UNCATEGORIZED,1,84
1,834,830,1,2,3,2000.0,96.0,1250.0,3,24,130.0,ROOM_BEDROOM,1,153
1,1275,1182,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,2,0.0,26.0,2444.0,4,12,0.0,UNCATEGORIZED,1,11
2,1086,,1,1,1,0.0,20.0,2000.0,2,16,0.0,KITCHEN,1,104
1,1131,1077,1,0,0,0.0,,,,,,,0,0
1,155,774,3,1,2,4380.0,64.0,2190.0,2,20,300.0,LIVING_DINING_ROOM,1,361
1,885,869,1,0,0,0.0,,,,,,,0,0
0,1530,,1,1,2,1500.0,50.0,2190.0,2,16,310.0,LIVING_DINING_ROOM,1,6
1,724,739,1,1,1,1500.0,65.0,1699.0,3,18,100.0,ROOM_BEDROOM,1,63
1,155,1356,1,0,0,0.0,,,,,,,0,0
1,1189,1125,1,2,1,0.0,27.0,1950.0,4,5,48.0,ROOM_BEDROOM,1,8
1,155,736,1,0,0,0.0,,,,,,,0,0
2,1086,,1,3,3,0.0,82.0,5778.0,4,33,0.0,UNCATEGORIZED,1,24
1,359,380,3,2,2,1500.0,40.0,1290.0,2,12,150.0,LIVING_DINING_ROOM,1,536
1,199,224,1,0,0,0.0,,,,,,,0,0
1,223,973,1,0,0,0.0,,,,,,,0,0
2,1086,,1,4,4,1000.0,95.0,10819.0,6,26,300.0,ROOM_BEDROOM,1,25
1,1048,1013,1,0,0,0.0,,,,,,,0,0
1,155,965,6,2,2,2250.0,71.0,2250.0,2,30,150.0,LIVING_DINING_ROOM,1,33
1,155,916,1,0,0,0.0,,,,,,,0,0
1,1062,1027,1,2,3,1200.0,58.0,1450.0,2,8,0.0,LIVING_ROOM,1,162
1,155,774,1,0,0,0.0,,,,,,,0,0
1,155,445,3,1,1,1500.0,24.0,1185.0,2,17,185.0,KITCHEN,1,235
1,199,224,6,0,0,0.0,,,,,,,0,0
2,861,,1,0,0,0.0,,,,,,,0,0
2,1086,,1,3,4,800.0,86.0,12210.0,6,14,80.0,UNCATEGORIZED,1,1
1,867,855,1,0,0,0.0,,,,,,,0,0
1,155,815,3,1,1,2900.0,40.0,1790.0,3,9,350.0,ROOM_BEDROOM,1,59
2,842,,1,3,3,0.0,67.0,4444.0,4,19,0.0,LIVING_DINING_ROOM,1,15
1,416,435,1,0,0,0.0,,,,,,,0,0
1,155,314,1,2,3,2500.0,80.0,2500.0,3,9,200.0,LIVING_DINING_ROOM,1,285
1,177,202,3,1,2,3500.0,64.0,1790.0,4,15,130.0,UNCATEGORIZED,1,5
1,416,435,1,1,2,1200.0,45.0,1370.0,2,58,120.0,KITCHEN,1,6
1,450,469,1,0,0,0.0,,,,,,,0,0
1,771,782,3,3,1,0.0,38.0,2200.0,3,9,40.0,UNCATEGORIZED,1,7
1,359,380,6,3,4,5800.0,120.0,2900.0,4,13,150.0,LIVING_DINING_ROOM,1,84
1,155,1068,2,1,2,3780.0,60.0,1890.0,2,20,0.0,LIVING_ROOM,1,94
1,1206,1139,1,0,0,0.0,,,,,,,0,0
0,1530,,1,1,2,0.0,44.0,2000.0,2,26,30.0,LIVING_DINING_ROOM,1,8
1,155,315,2,3,4,3300.0,150.0,3300.0,3,4,150.0,ROOM_BEDROOM,1,38
1,359,380,1,0,0,0.0,,,,,,,0,0
2,1086,,1,1,2,2300.0,32.0,2556.0,2,11,110.0,ROOM_BEDROOM,1,91
1,1113,1067,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,3,800.0,85.0,3788.0,2,21,0.0,LIVING_DINING_ROOM,1,2
2,1086,,12,2,2,5000.0,64.0,2870.0,4,3,100.0,ROOM_BEDROOM,1,4
1,341,361,1,0,0,0.0,,,,,,,0,0
1,867,855,1,2,2,0.0,45.0,1330.0,2,15,70.0,ROOM_BEDROOM,1,65
1,155,1383,2,1,2,2800.0,56.0,1400.0,2,19,100.0,ROOM_BEDROOM,1,17
1,359,380,1,8,4,0.0,90.0,5700.0,8,10,70.0,UNCATEGORIZED,1,2
1,346,367,1,2,2,1200.0,15.0,790.0,2,16,100.0,KITCHEN,1,261
1,487,510,1,0,0,0.0,,,,,,,0,0
1,152,172,3,3,4,2350.0,149.0,2350.0,4,74,250.0,UNCATEGORIZED,1,17
1,155,41,3,2,1,1590.0,40.0,1590.0,2,14,150.0,OUTDOOR_BUILDING,1,386
1,155,620,1,1,1,3200.0,34.0,1600.0,2,7,150.0,UNCATEGORIZED,1,102
2,1125,,1,1,1,0.0,27.0,4464.0,2,15,0.0,UNCATEGORIZED,1,0
1,1327,1222,1,1,2,500.0,40.0,2970.0,2,3,0.0,LIVING_ROOM,1,5
1,657,674,1,0,0,0.0,,,,,,,0,0
1,1320,1216,1,1,1,1000.0,120.0,1000.0,10,10,90.0,ROOM_BEDROOM,1,32
2,1086,,1,0,0,0.0,,,,,,,0,0
1,968,940,3,0,0,0.0,,,,,,,0,0
1,1206,1139,1,0,0,0.0,,,,,,,0,0
1,834,830,1,0,0,0.0,,,,,,,0,0
1,155,530,2,2,2,0.0,40.0,2015.0,2,30,0.0,LIVING_ROOM,1,57
1,155,491,1,0,0,0.0,,,,,,,0,0
1,155,1220,6,1,1,1800.0,42.0,990.0,1,13,150.0,OUTDOOR_BUILDING,1,261
2,1086,,1,2,2,0.0,48.0,2350.0,2,6,30.0,LIVING_ROOM,1,531
1,1019,983,1,0,0,0.0,,,,,,,0,0
1,1106,1030,1,7,3,1700.0,80.0,2200.0,2,17,80.0,LIVING_ROOM,1,16
1,155,1068,1,0,0,0.0,,,,,,,0,0
1,1525,1370,1,7,3,0.0,98.0,5000.0,7,8,60.0,ROOM_BEDROOM,1,0
1,155,314,4,2,4,6900.0,89.0,3450.0,3,20,0.0,LIVING_DINING_ROOM,0,0
1,359,380,1,0,0,0.0,,,,,,,0,0
1,155,254,1,0,0,0.0,,,,,,,0,0
1,89,97,1,5,3,0.0,80.0,3600.0,5,10,60.0,UNCATEGORIZED,1,5
1,286,316,1,0,0,0.0,,,,,,,0,0
1,763,776,1,2,2,2000.0,60.0,1000.0,1,8,150.0,ROOM_BEDROOM,1,5
1,155,314,3,2,4,8500.0,130.0,4250.0,4,20,550.0,LIVING_ROOM,1,53
1,223,1330,1,1,1,500.0,20.0,850.0,1,8,100.0,LIVING_ROOM,1,179
1,155,840,1,1,1,500.0,25.0,600.0,2,2,150.0,LIVING_ROOM,1,5
1,155,1068,3,1,2,1950.0,50.0,1950.0,2,9,140.0,LIVING_ROOM,1,149
1,1005,972,1,0,0,0.0,,,,,,,0,0
1,771,782,3,2,1,0.0,22.0,1800.0,2,10,40.0,UNCATEGORIZED,1,0
1,1211,1143,1,0,0,0.0,,,,,,,0,0
1,139,150,1,1,1,1000.0,24.0,1800.0,2,15,80.0,UNCATEGORIZED,1,34
1,155,774,1,0,0,0.0,,,,,,,0,0
1,1534,1376,1,0,0,0.0,,,,,,,0,0
1,286,316,1,3,3,0.0,75.0,1450.0,5,20,100.0,ROOM_BEDROOM,0,0
1,1005,972,1,5,3,0.0,77.0,1800.0,6,21,0.0,ROOM_BEDROOM,1,142
2,1086,,1,3,3,3500.0,45.0,2889.0,4,11,150.0,UNCATEGORIZED,1,26
1,155,530,1,2,2,1000.0,54.0,1790.0,3,14,70.0,UNCATEGORIZED,1,215
1,155,491,1,0,0,0.0,,,,,,,0,0
1,155,774,3,2,2,5000.0,60.0,2600.0,3,1,150.0,OUTDOOR_BUILDING,1,12
1,155,965,2,1,2,1890.0,57.0,1890.0,2,42,100.0,LIVING_ROOM,1,326
1,1507,1354,1,0,0,0.0,,,,,,,0,0
1,595,610,3,1,2,5500.0,62.5,2750.0,1,10,100.0,ROOM_BEDROOM,1,85
2,1086,,1,2,2,3000.0,50.0,3778.0,4,25,150.0,ROOM_BEDROOM,1,43
1,155,276,1,0,0,0.0,,,,,,,0,0
1,450,469,1,0,0,0.0,,,,,,,0,0
1,155,1049,3,1,2,1500.0,68.0,3420.0,2,15,360.0,LIVING_ROOM,1,11
1,595,1333,1,0,0,0.0,,,,,,,0,0
1,1348,1243,1,1,3,3000.0,50.0,1550.0,2,6,150.0,LIVING_ROOM,1,13
1,606,136,1,0,0,0.0,,,,,,,0,0
1,712,724,1,1,2,1500.0,66.0,1500.0,2,7,80.0,UNCATEGORIZED,1,17
2,1086,,1,2,2,0.0,45.0,5873.0,2,8,0.0,LIVING_DINING_ROOM,0,0
2,1086,,1,6,5,1400.0,230.0,32192.0,8,17,150.0,ROOM_BEDROOM,1,1
1,219,243,1,2,2,500.0,55.0,1540.0,2,8,50.0,ROOM_BEDROOM,1,30
1,155,491,2,2,3,4200.0,96.0,2999.0,3,23,150.0,LIVING_ROOM,1,72
2,15,423,12,1,2,2000.0,53.0,1358.0,4,8,300.0,LIVING_DINING_ROOM,1,3
2,842,,1,4,7,15000.0,194.0,10000.0,8,27,300.0,UNCATEGORIZED,1,0
2,1086,,1,1,1,3000.0,40.0,3089.0,2,14,110.0,ROOM_BEDROOM,1,6
1,155,1068,6,1,2,2900.0,70.0,2790.0,2,22,200.0,LIVING_ROOM,1,209
1,351,372,3,4,3,0.0,67.0,2300.0,4,12,0.0,ROOM_BEDROOM,1,4
1,187,213,1,2,2,1000.0,32.0,1050.0,2,23,100.0,UNCATEGORIZED,1,106
1,383,403,1,0,0,0.0,,,,,,,0,0
1,155,1049,1,1,2,1200.0,58.0,1850.0,2,32,110.0,ROOM_BEDROOM,1,66
1,595,610,3,1,1,3600.0,52.0,2400.0,2,4,200.0,ROOM_BEDROOM,1,31
1,603,619,1,0,0,0.0,,,,,,,0,0
1,155,916,1,0,0,0.0,,,,,,,0,0
1,450,469,1,0,0,0.0,,,,,,,0,0
1,1042,1007,1,3,4,1900.0,125.0,1950.0,4,10,150.0,LIVING_DINING_ROOM,1,4
2,870,,1,0,0,0.0,,,,,,,0,0
1,155,491,1,0,0,0.0,,,,,,,0,0
1,771,782,3,0,0,0.0,,,,,,,0,0
1,595,611,3,1,3,2950.0,81.0,2950.0,2,12,245.0,ROOM_BEDROOM,1,235
1,834,830,3,2,1,1500.0,30.0,790.0,2,4,0.0,UNCATEGORIZED,1,114
2,1086,,1,4,2,3500.0,80.0,4750.0,4,9,89.0,ROOM_BEDROOM,1,7
1,595,1333,1,0,0,0.0,,,,,,,0,0
1,595,1333,1,0,0,0.0,,,,,,,0,0
1,155,328,3,2,3,3000.0,93.0,3600.0,3,29,150.0,LIVING_ROOM,1,53
1,359,380,1,0,0,0.0,,,,,,,0,0
1,155,491,6,3,2,3500.0,75.0,2580.0,4,13,230.0,KITCHEN,1,298
1,759,772,1,2,2,3500.0,68.0,2400.0,2,19,150.0,ROOM_BEDROOM,1,9
1,1296,1198,1,0,0,0.0,,,,,,,0,0
1,968,940,6,1,1,3000.0,32.0,1680.0,2,12,200.0,BATHROOM,1,393
2,1086,,1,2,2,2000.0,36.0,2333.0,4,10,110.0,ROOM_BEDROOM,1,12
0,1530,,1,1,2,1500.0,44.0,1830.0,2,16,300.0,LIVING_ROOM,1,7
1,771,782,3,0,0,0.0,,,,,,,0,0
1,359,380,1,1,2,1000.0,58.0,1100.0,1,19,100.0,HALL_CORRIDOR,1,2
1,600,616,1,1,1,0.0,35.0,1400.0,2,8,0.0,ROOM_BEDROOM,1,11
2,1086,,1,1,2,800.0,94.0,10819.0,2,17,75.0,ROOM_BEDROOM,1,0
1,155,1098,1,0,0,0.0,,,,,,,0,0
2,1363,,1,0,0,0.0,,,,,,,0,0
1,155,328,3,1,1,990.0,20.0,990.0,1,5,50.0,ROOM_BEDROOM,1,87
1,771,782,4,1,2,850.0,56.0,850.0,2,11,200.0,ROOM_BEDROOM,0,0
1,834,830,3,2,2,1200.0,40.0,1100.0,2,17,150.0,ROOM_BEDROOM,1,52
1,155,1068,1,0,0,0.0,,,,,,,0,0
